sample_id,label,source_dataset,generator_family,parent_id,split_group,redistributable,local_path,artifact_raw,artifact_stem,artifact_max,delta_stem_minus_raw
fakemusiccaps_musicldm_731940a0cd671e78,1,fakemusiccaps,musicldm,musiccaps:JlzlNpttvVM,musiccaps:JlzlNpttvVM,True,audio/raw/fakemusiccaps/fakemusiccaps_musicldm_731940a0cd671e78.wav,0.9966365098953247,0.00017178058624267578,0.9966365098953247,-0.996464729309082
fakemusiccaps_musicldm_8c94cdb5ea2d9f50,1,fakemusiccaps,musicldm,musiccaps:7eZTmLV9gcY,musiccaps:7eZTmLV9gcY,True,audio/raw/fakemusiccaps/fakemusiccaps_musicldm_8c94cdb5ea2d9f50.wav,0.9996894598007202,0.9161157608032227,0.9996894598007202,-0.08357369899749756
fakemusiccaps_mustango_2d966451e9121527,1,fakemusiccaps,mustango,musiccaps:7eZTmLV9gcY,musiccaps:7eZTmLV9gcY,True,audio/raw/fakemusiccaps/fakemusiccaps_mustango_2d966451e9121527.wav,0.9978944659233093,0.959423840045929,0.9978944659233093,-0.03847062587738037
fakemusiccaps_mustango_47da983c9686642a,1,fakemusiccaps,mustango,musiccaps:kjn6I3AurgE,musiccaps:kjn6I3AurgE,True,audio/raw/fakemusiccaps/fakemusiccaps_mustango_47da983c9686642a.wav,0.9997424483299255,0.7183290123939514,0.9997424483299255,-0.2814134359359741
fakemusiccaps_mustango_a666131d4f2f37b2,1,fakemusiccaps,mustango,musiccaps:JlzlNpttvVM,musiccaps:JlzlNpttvVM,True,audio/raw/fakemusiccaps/fakemusiccaps_mustango_a666131d4f2f37b2.wav,0.9998315572738647,0.020949125289916992,0.9998315572738647,-0.9788824319839478
fakemusiccaps_stable_audio_open_77a9f35afd4432e8,1,fakemusiccaps,stable_audio_open,musiccaps:JlzlNpttvVM,musiccaps:JlzlNpttvVM,True,audio/raw/fakemusiccaps/fakemusiccaps_stable_audio_open_77a9f35afd4432e8.wav,0.5721679329872131,0.07652813196182251,0.5721679329872131,-0.4956398010253906
fakemusiccaps_stable_audio_open_8f0ecef46915ff60,1,fakemusiccaps,stable_audio_open,musiccaps:7eZTmLV9gcY,musiccaps:7eZTmLV9gcY,True,audio/raw/fakemusiccaps/fakemusiccaps_stable_audio_open_8f0ecef46915ff60.wav,0.9075132012367249,0.00028377771377563477,0.9075132012367249,-0.9072294235229492
fakemusiccaps_stable_audio_open_eca346fa1b62e02f,1,fakemusiccaps,stable_audio_open,musiccaps:kjn6I3AurgE,musiccaps:kjn6I3AurgE,True,audio/raw/fakemusiccaps/fakemusiccaps_stable_audio_open_eca346fa1b62e02f.wav,0.9847729206085205,0.8632873296737671,0.9847729206085205,-0.12148559093475342
gtzan_blues_3e55916625ef2252,0,gtzan,bonafide,gtzan:blues.00099,gtzan:blues.00099,False,audio/raw/gtzan/gtzan_blues_3e55916625ef2252.wav,0.0005269944667816162,3.3974647521972656e-06,0.0005269944667816162,-0.0005235970020294189
gtzan_classical_d3a2956f61fe5775,0,gtzan,bonafide,gtzan:classical.00022,gtzan:classical.00022,False,audio/raw/gtzan/gtzan_classical_d3a2956f61fe5775.wav,0.6932178437709808,0.1747022569179535,0.6932178437709808,-0.5185155868530273
gtzan_country_1332dd879b7daef8,0,gtzan,bonafide,gtzan:country.00011,gtzan:country.00011,False,audio/raw/gtzan/gtzan_country_1332dd879b7daef8.wav,0.9687262177467346,0.00040405988693237305,0.9687262177467346,-0.9683221578598022
gtzan_country_de707cc4963e5dc7,0,gtzan,bonafide,gtzan:country.00044,gtzan:country.00044,False,audio/raw/gtzan/gtzan_country_de707cc4963e5dc7.wav,0.5415256023406982,0.00010091066360473633,0.5415256023406982,-0.5414246916770935
gtzan_disco_9ae9c522a90180df,0,gtzan,bonafide,gtzan:disco.00066,gtzan:disco.00066,False,audio/raw/gtzan/gtzan_disco_9ae9c522a90180df.wav,0.05083298683166504,6.496906280517578e-06,0.05083298683166504,-0.05082648992538452
gtzan_disco_a7ca503036cf2efb,0,gtzan,bonafide,gtzan:disco.00011,gtzan:disco.00011,False,audio/raw/gtzan/gtzan_disco_a7ca503036cf2efb.wav,0.0240020751953125,0.000510483980178833,0.0240020751953125,-0.023491591215133667
gtzan_hiphop_1cf35466b4b58336,0,gtzan,bonafide,gtzan:hiphop.00011,gtzan:hiphop.00011,False,audio/raw/gtzan/gtzan_hiphop_1cf35466b4b58336.wav,0.26862311363220215,2.9206275939941406e-06,0.26862311363220215,-0.26862019300460815
gtzan_hiphop_e6a7606a4da55718,0,gtzan,bonafide,gtzan:hiphop.00088,gtzan:hiphop.00088,False,audio/raw/gtzan/gtzan_hiphop_e6a7606a4da55718.wav,0.816980630159378,9.673833847045898e-05,0.816980630159378,-0.8168838918209076
gtzan_pop_dd6b13be29dd16d4,0,gtzan,bonafide,gtzan:pop.00033,gtzan:pop.00033,False,audio/raw/gtzan/gtzan_pop_dd6b13be29dd16d4.wav,0.9121708571910858,0.0003228187561035156,0.9121708571910858,-0.9118480384349823
gtzan_reggae_2cfdb8e66a8a3884,0,gtzan,bonafide,gtzan:reggae.00077,gtzan:reggae.00077,False,audio/raw/gtzan/gtzan_reggae_2cfdb8e66a8a3884.wav,0.9020856320858002,0.00040981173515319824,0.9020856320858002,-0.901675820350647
gtzan_reggae_ac7884b93f3c3989,0,gtzan,bonafide,gtzan:reggae.00000,gtzan:reggae.00000,False,audio/raw/gtzan/gtzan_reggae_ac7884b93f3c3989.wav,0.6748010516166687,0.00014662742614746094,0.6748010516166687,-0.6746544241905212
sonics_01_1673835843ae51e0,1,sonics,suno,sonics:fake_02490_suno_0,sonics:fake_02490_suno_0,True,audio/raw/sonics/sonics_01_1673835843ae51e0.wav,0.9999787211418152,0.07272329926490784,0.9999787211418152,-0.9272554218769073
sonics_01_3572830597c42532,1,sonics,suno,sonics:fake_05477_suno_1,sonics:fake_05477_suno_1,True,audio/raw/sonics/sonics_01_3572830597c42532.wav,0.999987781047821,0.06704488396644592,0.999987781047821,-0.9329428970813751
sonics_01_d8d1118fbf815248,1,sonics,udio,sonics:fake_04388_udio_0,sonics:fake_04388_udio_0,True,audio/raw/sonics/sonics_01_d8d1118fbf815248.wav,0.9995783865451813,8.344650268554688e-06,0.9995783865451813,-0.9995700418949127
sonics_03_89a7ac826d2cb25e,1,sonics,udio,sonics:fake_14336_udio_0,sonics:fake_14336_udio_0,True,audio/raw/sonics/sonics_03_89a7ac826d2cb25e.wav,0.7672504484653473,1.2516975402832031e-06,0.7672504484653473,-0.767249196767807
sonics_03_f9e6e093ce30f5fc,1,sonics,suno,sonics:fake_10991_suno_0,sonics:fake_10991_suno_0,True,audio/raw/sonics/sonics_03_f9e6e093ce30f5fc.wav,0.999851405620575,0.27061188220977783,0.999851405620575,-0.7292395234107971
sonics_04_47e33d46a11c5399,1,sonics,udio,sonics:fake_19137_udio_0,sonics:fake_19137_udio_0,True,audio/raw/sonics/sonics_04_47e33d46a11c5399.wav,0.9761757850646973,7.987022399902344e-06,0.9761757850646973,-0.9761677980422974
sonics_04_c5627e75a080dd66,1,sonics,suno,sonics:fake_20324_suno_0,sonics:fake_20324_suno_0,True,audio/raw/sonics/sonics_04_c5627e75a080dd66.wav,0.9999962449073792,0.1277182400226593,0.9999962449073792,-0.8722780048847198
sonics_06_744455ae86715fd9,1,sonics,udio,sonics:fake_28833_udio_1,sonics:fake_28833_udio_1,True,audio/raw/sonics/sonics_06_744455ae86715fd9.wav,0.9999313354492188,0.1840868890285492,0.9999313354492188,-0.8158444464206696
sonics_07_87695a6607dc0be4,1,sonics,suno,sonics:fake_38019_suno_0,sonics:fake_38019_suno_0,True,audio/raw/sonics/sonics_07_87695a6607dc0be4.wav,0.9997203648090363,0.0034328699111938477,0.9997203648090363,-0.9962874948978424
sonics_09_0229c1a19120745e,1,sonics,udio,sonics:fake_47228_udio_0,sonics:fake_47228_udio_0,True,audio/raw/sonics/sonics_09_0229c1a19120745e.wav,0.9998612105846405,0.5009813904762268,0.9998612105846405,-0.4988798201084137
sonics_09_a415a41247465a4e,1,sonics,udio,sonics:fake_45139_udio_1,sonics:fake_45139_udio_1,True,audio/raw/sonics/sonics_09_a415a41247465a4e.wav,0.998185783624649,0.15934893488883972,0.998185783624649,-0.8388368487358093
sonics_10_e238c43b8fa25ca8,1,sonics,udio,sonics:fake_54176_udio_0,sonics:fake_54176_udio_0,True,audio/raw/sonics/sonics_10_e238c43b8fa25ca8.wav,0.9922198951244354,0.3614710867404938,0.9922198951244354,-0.6307488083839417
sonics_fake_143b2f728f27fd20,1,sonics_fake,suno,sonics_fake:fake_00006_suno_1,sonics_fake:fake_00006_suno_1,True,audio/raw/sonics_fake/sonics_fake_143b2f728f27fd20.wav,0.9996892809867859,0.001067131757736206,0.9996892809867859,-0.9986221492290497
sonics_fake_e0f7c0803c614989,1,sonics_fake,suno,sonics_fake:fake_00001_suno_0,sonics_fake:fake_00001_suno_0,True,audio/raw/sonics_fake/sonics_fake_e0f7c0803c614989.wav,0.9999939203262329,0.01705816388130188,0.9999939203262329,-0.982935756444931
stem_accompaniment_47c2174f79e77284,0,derived:htdemucs_stem,bonafide,gtzan:blues.00099,gtzan:blues.00099,False,audio/derived/separation/stem_accompaniment_47c2174f79e77284.wav,0.003175586462020874,2.86102294921875e-06,0.003175586462020874,-0.0031727254390716553
stem_accompaniment_5a149e150e9f2d71,1,derived:htdemucs_stem,musicgen_medium,musiccaps:JlzlNpttvVM,musiccaps:JlzlNpttvVM,True,audio/derived/separation/stem_accompaniment_5a149e150e9f2d71.wav,0.9999957084655762,0.996995210647583,0.9999957084655762,-0.003000497817993164
